,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,DewPointcl,Trange,SatT
1770,1,2011-09-27,63.0,54.0,59.0,-1.0,53.0,55.0,6.0,0.0,0544,1741,RA BR,0.0,0.0,0.31,29.0,29.71,4.3,6,8.3,0,9.0,6.0
1772,1,2011-09-28,63.0,53.0,58.0,-1.0,54.0,55.0,7.0,0.0,0545,1739,RA BR,0.0,0.0,0.77,29.07,29.78,6.5,32,7.0,0,10.0,4.0
1774,1,2011-09-29,66.0,49.0,58.0,-1.0,51.0,53.0,7.0,0.0,0546,1737,RA BR,0.0,0.0,0.06,28.98,29.7,11.7,28,13.5,0,17.0,7.0
1776,1,2011-09-30,57.0,45.0,51.0,-8.0,41.0,47.0,14.0,0.0,0547,1735,RA,0.0,0.0,0.09,29.32,30.01,14.6,34,15.0,0,12.0,10.0
1778,1,2011-10-01,56.0,42.0,49.0,-9.0,40.0,45.0,16.0,0.0,0548,1734, ,0.0,0.0,0.1,29.53,30.26,9.6,36,10.3,0,14.0,9.0
1780,1,2011-10-02,66.0,41.0,54.0,-4.0,38.0,46.0,11.0,0.0,0549,1732, ,0.0,0.0,0.0,29.47,30.22,4.7,32,5.4,0,25.0,16.0
1782,1,2011-10-03,69.0,44.0,57.0,0.0,45.0,50.0,8.0,0.0,0550,1730, ,0.0,0.0,0.0,29.48,30.21,3.4,3,5.0,0,25.0,12.0
1784,1,2011-10-04,76.0,43.0,60.0,3.0,47.0,52.0,5.0,0.0,0552,1729, ,0.0,0.0,0.0,29.52,30.25,1.1,16,2.3,0,33.0,13.0
1786,1,2011-10-05,80.0,49.0,65.0,8.0,48.0,55.0,0.0,0.0,0553,1727, ,0.0,0.0,0.0,29.49,30.22,1.9,18,3.2,0,31.0,17.0
1788,1,2011-10-06,81.0,50.0,66.0,10.0,51.0,58.0,0.0,1.0,0554,1725, ,0.0,0.0,0.0,29.5,30.23,3.8,15,4.6,0,31.0,15.0
1790,1,2011-10-07,84.0,54.0,69.0,13.0,53.0,59.0,0.0,4.0,0555,1724, ,0.0,0.0,0.0,29.52,30.25,7.5,18,7.7,0,30.0,16.0
1792,1,2011-10-08,82.0,54.0,68.0,12.0,54.0,60.0,0.0,3.0,0556,1722, ,0.0,0.0,0.0,29.56,30.27,7.2,19,7.6,0,28.0,14.0
1794,1,2011-10-09,80.0,52.0,66.0,11.0,51.0,58.0,0.0,1.0,0557,1720, ,0.0,0.0,0.0,29.55,30.29,2.8,9,3.8,0,28.0,15.0
1796,1,2011-10-10,76.0,54.0,65.0,10.0,51.0,57.0,0.0,0.0,0558,1719, ,0.0,0.0,0.0,29.39,30.13,5.2,16,6.0,0,22.0,14.0
1798,1,2011-10-11,79.0,57.0,68.0,14.0,54.0,60.0,0.0,3.0,0559,1717, ,0.0,0.0,0.0,29.23,29.97,4.1,15,4.9,0,22.0,14.0
1800,1,2011-10-12,78.0,55.0,67.0,13.0,52.0,58.0,0.0,2.0,0600,1715, ,0.0,0.0,0.0,29.03,29.77,7.0,14,8.1,0,23.0,15.0
1802,1,2011-10-13,66.0,52.0,59.0,6.0,55.0,58.0,6.0,0.0,0602,1714,RA BR,0.0,0.0,0.28,28.81,29.54,4.3,26,7.0,0,14.0,4.0
1804,1,2011-10-14,62.0,48.0,55.0,2.0,41.0,48.0,10.0,0.0,0603,1712, ,0.0,0.0,0.0,28.9,29.6,15.4,28,15.6,0,14.0,14.0
1806,1,2011-10-15,62.0,47.0,55.0,2.0,36.0,46.0,10.0,0.0,0604,1711, ,0.0,0.0,0.0,29.1,29.8,14.8,27,15.3,0,15.0,19.0
1808,1,2011-10-16,62.0,48.0,55.0,3.0,39.0,46.0,10.0,0.0,0605,1709,RA,0.0,0.0,0.17,29.08,29.81,7.4,28,8.5,0,14.0,16.0
1810,1,2011-10-17,59.0,41.0,50.0,-2.0,33.0,42.0,15.0,0.0,0606,1707, ,0.0,0.0,0.0,29.11,29.85,10.2,26,10.4,0,18.0,17.0
1812,1,2011-10-18,54.0,41.0,48.0,-3.0,37.0,43.0,17.0,0.0,0607,1706,RA,0.0,0.0,0.06,29.09,29.83,6.4,1,8.5,0,13.0,11.0
1814,1,2011-10-19,49.0,44.0,47.0,-4.0,40.0,44.0,18.0,0.0,0608,1704,RA BR,0.0,0.0,0.85,28.93,29.69,17.1,36,18.0,0,5.0,7.0
1816,1,2011-10-20,47.0,43.0,45.0,-5.0,37.0,42.0,20.0,0.0,0610,1703,RA,0.0,0.0,0.08,29.0,29.69,15.8,32,16.1,0,4.0,8.0
1818,1,2011-10-21,55.0,38.0,47.0,-3.0,34.0,41.0,18.0,0.0,0611,1701, ,0.0,0.0,0.0,29.32,30.03,4.6,29,5.4,0,17.0,13.0
1820,1,2011-10-22,66.0,34.0,50.0,0.0,37.0,44.0,15.0,0.0,0612,1660, ,0.0,0.0,0.0,29.28,30.02,3.2,23,3.7,0,32.0,13.0
1822,1,2011-10-23,68.0,38.0,53.0,4.0,41.0,48.0,12.0,0.0,0613,1658,TSRA RA BR,0.0,0.0,0.2,29.19,29.93,6.1,22,6.9,0,30.0,12.0
1824,1,2011-10-24,63.0,45.0,54.0,5.0,39.0,46.0,11.0,0.0,0614,1657, ,0.0,0.0,0.0,29.34,30.05,5.7,28,7.3,0,18.0,15.0
1826,1,2011-10-25,74.0,45.0,60.0,12.0,46.0,53.0,5.0,0.0,0616,1656,RA,0.0,0.0,0.02,29.11,29.86,7.6,19,11.9,0,29.0,14.0
1828,1,2011-10-26,53.0,47.0,50.0,2.0,42.0,46.0,15.0,0.0,0617,1654, ,0.0,0.0,0.0,29.19,29.91,12.4,36,12.6,0,6.0,8.0
1830,1,2011-10-27,53.0,39.0,46.0,-2.0,37.0,42.0,19.0,0.0,0618,1653,RA,0.0,0.0,0.12,29.34,30.04,3.6,35,5.8,0,14.0,9.0
1832,1,2011-10-28,55.0,35.0,45.0,-2.0,33.0,40.0,20.0,0.0,0619,1651, ,0.0,0.0,0.03,29.36,30.1,4.9,22,5.6,0,20.0,12.0
1834,1,2011-10-29,55.0,34.0,45.0,-2.0,30.0,38.0,20.0,0.0,0620,1650, ,0.0,0.0,0.0,29.34,30.07,4.6,28,5.2,0,21.0,15.0
1836,1,2011-10-30,57.0,33.0,45.0,-1.0,36.0,41.0,20.0,0.0,0622,1649,RA BR,0.0,0.0,0.17,29.27,30.02,10.6,19,11.1,0,24.0,9.0
1838,1,2011-10-31,53.0,36.0,45.0,-1.0,36.0,40.0,20.0,0.0,0623,1647,BR,0.0,0.0,0.0,29.34,30.06,3.9,25,4.8,0,17.0,9.0
1840,1,2012-05-01,65.0,49.0,57.0,4.0,52.0,55.0,8.0,0.0,0448,1849,RA BR HZ,0.0,0.0,0.09,29.18,29.92,6.2,12,7.7,0,16.0,5.0
1842,1,2012-05-02,80.0,58.0,69.0,15.0,60.0,64.0,0.0,4.0,0447,1850,FG+ BR,0.0,0.0,0.0,29.12,29.84,8.1,21,10.1,0,22.0,9.0
1844,1,2012-05-03,86.0,66.0,76.0,22.0,65.0,69.0,0.0,11.0,0446,1851,TS TSRA,0.0,0.1,1.34,29.16,29.86,10.8,21,12.0,1,20.0,11.0
1846,1,2012-05-04,73.0,55.0,64.0,10.0,55.0,58.0,1.0,0.0,0444,1852,TSRA BR HZ,0.0,0.0,0.28,29.23,29.94,5.2,5,9.2,0,18.0,9.0
1848,1,2012-05-05,60.0,52.0,56.0,1.0,52.0,54.0,9.0,0.0,0443,1853,RA BR HZ,0.0,0.0,0.1,29.29,30.01,8.0,4,8.3,0,8.0,4.0
1850,1,2012-05-06,70.0,51.0,61.0,6.0,53.0,56.0,4.0,0.0,0442,1855,TS TSRA RA BR,0.0,0.0,0.8,29.22,29.94,5.0,6,8.5,0,19.0,8.0
1852,1,2012-05-07,64.0,52.0,58.0,3.0,55.0,57.0,7.0,0.0,0441,1856,TSRA RA FG+ FG BR HZ,0.0,0.0,0.47,29.15,29.87,2.3,34,5.4,0,12.0,3.0
1854,1,2012-05-08,70.0,52.0,61.0,5.0,45.0,53.0,4.0,0.0,0439,1857,BR,0.0,0.0,0.0,29.13,29.86,8.3,28,8.9,0,18.0,16.0
1856,1,2012-05-09,60.0,47.0,54.0,-2.0,43.0,49.0,11.0,0.0,0438,1858,RA,0.0,0.0,0.06,29.2,29.92,4.2,1,7.6,0,13.0,11.0
1858,1,2012-05-10,67.0,46.0,57.0,1.0,34.0,46.0,8.0,0.0,0437,1859, ,0.0,0.0,0.0,29.29,30.0,3.2,5,7.5,0,21.0,23.0
1860,1,2012-05-11,78.0,43.0,61.0,4.0,40.0,52.0,4.0,0.0,0436,1860, ,0.0,0.0,0.0,29.36,30.08,9.3,20,9.5,0,35.0,21.0
1862,1,2012-05-12,69.0,53.0,61.0,4.0,42.0,51.0,4.0,0.0,0435,1901,RA,0.0,0.0,0.03,29.51,30.22,5.7,3,9.3,0,16.0,19.0
1864,1,2012-05-13,72.0,50.0,61.0,3.0,31.0,48.0,4.0,0.0,0434,1902, ,0.0,0.0,0.0,29.45,30.18,7.4,4,7.8,0,22.0,30.0
1866,1,2012-05-14,82.0,43.0,63.0,5.0,36.0,51.0,2.0,0.0,0433,1903, ,0.0,0.0,0.0,29.31,30.05,2.5,19,5.2,0,39.0,27.0
1868,1,2012-05-15,86.0,57.0,72.0,14.0,45.0,57.0,0.0,7.0,0432,1904,TS RA,0.0,0.0,0.05,29.18,29.9,6.9,25,12.6,0,29.0,27.0
1870,1,2012-05-16,65.0,50.0,58.0,-1.0,33.0,46.0,7.0,0.0,0431,1905, ,0.0,0.0,0.0,29.38,30.09,9.6,5,10.5,0,15.0,25.0
1872,1,2012-05-17,74.0,45.0,60.0,1.0,39.0,50.0,5.0,0.0,0430,1906, ,0.0,0.0,0.0,29.38,30.1,5.3,11,5.8,0,29.0,21.0
1874,1,2012-05-18,85.0,53.0,69.0,9.0,41.0,54.0,0.0,4.0,0429,1907, ,0.0,0.0,0.0,29.29,30.02,8.7,16,9.2,0,32.0,28.0
1876,1,2012-05-19,92.0,59.0,76.0,16.0,53.0,62.0,0.0,11.0,0428,1908, ,0.0,0.0,0.0,29.29,30.0,8.2,17,9.1,0,33.0,23.0
1878,1,2012-05-20,93.0,65.0,79.0,18.0,57.0,65.0,0.0,14.0,0427,1909,TSRA RA,0.0,0.0,0.14,29.28,29.98,8.2,22,11.6,0,28.0,22.0
1880,1,2012-05-21,67.0,54.0,61.0,0.0,44.0,52.0,4.0,0.0,0426,1910, ,0.0,0.0,0.0,29.39,30.11,11.6,1,12.6,0,13.0,17.0
1882,1,2012-05-22,71.0,50.0,61.0,0.0,41.0,51.0,4.0,0.0,0425,1911, ,0.0,0.0,0.0,29.28,30.02,6.1,5,7.2,0,21.0,20.0
1884,1,2012-05-23,82.0,47.0,65.0,4.0,42.0,54.0,0.0,0.0,0425,1912, ,0.0,0.0,0.0,29.1,29.84,6.6,16,6.9,0,35.0,23.0
1886,1,2012-05-24,90.0,64.0,77.0,15.0,53.0,63.0,0.0,12.0,0424,1913, ,0.0,0.0,0.0,28.97,29.69,17.5,18,17.7,0,26.0,24.0
1888,1,2012-05-25,83.0,65.0,74.0,12.0,49.0,59.0,0.0,9.0,0423,1914, ,0.0,0.0,0.0,29.31,29.98,3.4,3,10.0,0,18.0,25.0
1890,1,2012-05-26,86.0,60.0,73.0,11.0,54.0,61.0,0.0,8.0,0422,1915,RA,0.0,0.0,0.1,29.37,30.07,9.6,7,11.2,0,26.0,19.0
1892,1,2012-05-27,97.0,70.0,84.0,22.0,59.0,68.0,0.0,19.0,0422,1916, ,0.0,0.0,0.0,29.16,29.9,8.7,18,10.1,0,27.0,25.0
1894,1,2012-05-28,95.0,77.0,86.0,23.0,60.0,69.0,0.0,21.0,0421,1916, ,0.0,0.0,0.1,29.03,29.75,13.4,22,14.0,0,18.0,26.0
1896,1,2012-05-29,85.0,61.0,73.0,9.0,46.0,59.0,0.0,8.0,0421,1917, ,0.0,0.0,0.0,29.1,29.81,11.1,28,12.2,0,24.0,27.0
1898,1,2012-05-30,70.0,53.0,62.0,-2.0,46.0,53.0,3.0,0.0,0420,1918, ,0.0,0.0,0.0,29.22,29.91,5.4,36,9.6,0,17.0,16.0
1900,1,2012-05-31,54.0,47.0,51.0,-13.0,45.0,48.0,14.0,0.0,0420,1919,RA BR,0.0,0.0,1.12,29.2,29.95,10.3,4,11.0,0,7.0,6.0
1902,1,2012-06-01,65.0,49.0,57.0,-7.0,43.0,49.0,8.0,0.0,0419,1920,RA,0.0,0.0,0.01,29.07,29.8,7.3,36,9.9,0,16.0,14.0
1904,1,2012-06-02,76.0,49.0,63.0,-1.0,46.0,55.0,2.0,0.0,0419,1920, ,0.0,0.0,0.0,29.03,29.75,10.6,26,10.8,0,27.0,17.0
1906,1,2012-06-03,81.0,57.0,69.0,5.0,48.0,58.0,0.0,4.0,0418,1921, ,0.0,0.0,0.1,29.1,29.81,9.5,28,9.7,0,24.0,21.0
1908,1,2012-06-04,75.0,59.0,67.0,3.0,47.0,56.0,0.0,2.0,0418,1922, ,0.0,0.0,0.1,29.18,29.89,7.5,4,8.2,0,16.0,20.0
1910,1,2012-06-05,70.0,57.0,64.0,-1.0,49.0,56.0,1.0,0.0,0417,1923, ,0.0,0.0,0.0,29.29,30.0,8.9,4,9.2,0,13.0,15.0
1912,1,2012-06-06,76.0,52.0,64.0,-2.0,46.0,55.0,1.0,0.0,0417,1923, ,0.0,0.0,0.0,29.36,30.07,6.2,4,6.5,0,24.0,18.0
1914,1,2012-06-07,82.0,54.0,68.0,2.0,44.0,56.0,0.0,3.0,0417,1924, ,0.0,0.0,0.0,29.38,30.09,2.2,10,4.5,0,28.0,24.0
1916,1,2012-06-08,88.0,54.0,71.0,5.0,49.0,60.0,0.0,6.0,0417,1925, ,0.0,0.0,0.0,29.26,29.99,7.2,25,7.7,0,34.0,22.0
1918,1,2012-06-09,90.0,65.0,78.0,12.0,50.0,62.0,0.0,13.0,0416,1925, ,0.0,0.0,0.0,29.18,29.9,9.3,22,10.1,0,25.0,28.0
1920,1,2012-06-10,93.0,67.0,80.0,13.0,56.0,66.0,0.0,15.0,0416,1926, ,0.0,0.0,0.0,29.2,29.9,11.9,19,12.3,0,26.0,24.0
1922,1,2012-06-11,90.0,70.0,80.0,13.0,62.0,68.0,0.0,15.0,0416,1926,RA,0.0,0.0,0.1,29.12,29.82,8.9,23,11.1,0,20.0,18.0
1924,1,2012-06-12,78.0,59.0,69.0,1.0,46.0,57.0,0.0,4.0,0416,1927, ,0.0,0.0,0.0,29.34,30.03,7.0,33,10.5,0,19.0,23.0
1926,1,2012-06-13,72.0,54.0,63.0,-5.0,45.0,55.0,2.0,0.0,0416,1927, ,0.0,0.0,0.0,29.43,30.15,7.2,8,7.5,0,18.0,18.0
1928,1,2012-06-14,87.0,56.0,72.0,4.0,48.0,59.0,0.0,7.0,0416,1928, ,0.0,0.0,0.0,29.34,30.08,7.9,13,9.0,0,31.0,24.0
1930,1,2012-06-15,94.0,59.0,77.0,9.0,49.0,62.0,0.0,12.0,0416,1928, ,0.0,0.0,0.0,29.33,30.04,8.2,16,9.7,0,35.0,28.0
1932,1,2012-06-16,94.0,69.0,82.0,13.0,60.0,68.0,0.0,17.0,0416,1929,RA BR,0.0,0.0,0.31,29.23,29.95,10.0,20,11.3,0,25.0,22.0
1934,1,2012-06-17,87.0,69.0,78.0,9.0,59.0,66.0,0.0,13.0,0416,1929,RA BR,0.0,0.0,0.11,29.13,29.85,5.7,23,7.1,0,18.0,19.0
1936,1,2012-06-18,94.0,69.0,82.0,12.0,65.0,71.0,0.0,17.0,0416,1929, ,0.0,0.0,0.0,29.03,29.73,16.8,21,17.2,1,25.0,17.0
1938,1,2012-06-19,95.0,78.0,87.0,17.0,65.0,72.0,0.0,22.0,0416,1930, ,0.0,0.0,0.0,29.21,29.89,14.9,21,15.5,1,17.0,22.0
1940,1,2012-06-20,95.0,77.0,86.0,16.0,62.0,71.0,0.0,21.0,0416,1930, ,0.0,0.0,0.0,29.22,29.93,15.2,21,15.4,0,18.0,24.0
1942,1,2012-06-21,85.0,70.0,78.0,8.0,59.0,66.0,0.0,13.0,0416,1930,RA,0.0,0.0,0.01,29.21,29.91,7.5,27,9.8,0,15.0,19.0
1944,1,2012-06-22,87.0,64.0,76.0,6.0,52.0,62.0,0.0,11.0,0417,1931, ,0.0,0.0,0.0,29.26,29.97,2.6,34,6.6,0,23.0,24.0
1946,1,2012-06-23,87.0,62.0,75.0,5.0,55.0,64.0,0.0,10.0,0417,1931, ,0.0,0.0,0.0,29.28,30.0,3.2,8,5.7,0,25.0,20.0
1948,1,2012-06-24,94.0,65.0,80.0,9.0,57.0,65.0,0.0,15.0,0417,1931, ,0.0,0.0,0.0,29.25,29.96,3.1,4,7.0,0,29.0,23.0
1950,1,2012-06-25,76.0,60.0,68.0,-3.0,49.0,58.0,0.0,3.0,0417,1931, ,0.0,0.0,0.0,29.35,30.06,13.6,4,14.0,0,16.0,19.0
1952,1,2012-06-26,83.0,56.0,70.0,-1.0,50.0,59.0,0.0,5.0,0418,1931, ,0.0,0.0,0.0,29.27,30.0,3.5,9,4.9,0,27.0,20.0
1954,1,2012-06-27,92.0,57.0,75.0,4.0,51.0,63.0,0.0,10.0,0418,1931, ,0.0,0.0,0.0,29.13,29.87,12.1,20,12.4,0,35.0,24.0
1956,1,2012-06-28,100.0,76.0,88.0,17.0,69.0,74.0,0.0,23.0,0419,1931,TSRA HZ,0.0,0.0,0.04,29.08,29.78,6.4,26,8.4,1,24.0,19.0
1958,1,2012-06-29,88.0,69.0,79.0,8.0,61.0,67.0,0.0,14.0,0419,1931,TS TSRA RA,0.0,0.0,0.42,29.16,29.84,2.4,4,6.9,0,19.0,18.0
1960,1,2012-06-30,92.0,69.0,81.0,9.0,67.0,72.0,0.0,16.0,0419,1931, ,0.0,0.0,0.0,29.11,29.82,6.0,24,6.6,1,23.0,14.0
1962,1,2012-07-01,91.0,68.0,80.0,8.0,67.0,71.0,0.0,15.0,0420,1931, ,0.0,0.0,0.1,29.23,29.92,3.1,23,5.4,1,23.0,13.0
1964,1,2012-07-02,98.0,71.0,85.0,13.0,69.0,74.0,0.0,20.0,0420,1931,BR HZ,0.0,0.0,0.0,29.21,29.93,4.4,23,5.2,1,27.0,16.0
1966,1,2012-07-03,96.0,77.0,87.0,15.0,67.0,74.0,0.0,22.0,0421,1931, ,0.0,0.0,0.0,29.13,29.85,9.4,25,9.9,1,19.0,20.0
1968,1,2012-07-04,102.0,79.0,91.0,19.0,68.0,75.0,0.0,26.0,0422,1930, ,0.0,0.0,0.0,29.15,29.85,9.4,25,9.6,1,23.0,23.0
1970,1,2012-07-05,103.0,79.0,91.0,19.0,69.0,75.0,0.0,26.0,0422,1930,TSRA,0.0,0.0,0.28,29.2,29.89,5.5,24,7.5,1,24.0,22.0
1972,1,2012-07-06,103.0,82.0,93.0,21.0,71.0,77.0,0.0,28.0,0423,1930, ,0.0,0.0,0.0,29.21,29.92,6.5,27,7.3,1,21.0,22.0
1974,1,2012-07-07,98.0,73.0,86.0,14.0,67.0,72.0,0.0,21.0,0423,1930, ,0.0,0.0,0.0,29.26,29.96,7.9,2,11.9,1,25.0,19.0
1976,1,2012-07-08,85.0,68.0,77.0,4.0,56.0,65.0,0.0,12.0,0424,1929, ,0.0,0.0,0.0,29.34,30.04,11.3,3,11.5,0,17.0,21.0
1978,1,2012-07-09,91.0,66.0,79.0,6.0,57.0,65.0,0.0,14.0,0425,1929, ,0.0,0.0,0.0,29.33,30.03,4.7,5,6.8,0,25.0,22.0
1980,1,2012-07-10,83.0,67.0,75.0,2.0,55.0,64.0,0.0,10.0,0425,1929, ,0.0,0.0,0.0,29.39,30.1,9.9,4,10.1,0,16.0,20.0
1982,1,2012-07-11,87.0,64.0,76.0,3.0,57.0,65.0,0.0,11.0,0426,1928, ,0.0,0.0,0.0,29.39,30.1,5.8,9,8.1,0,23.0,19.0
1984,1,2012-07-12,91.0,66.0,79.0,6.0,54.0,65.0,0.0,14.0,0427,1928, ,0.0,0.0,0.0,29.35,30.06,6.4,11,8.0,0,25.0,25.0
1986,1,2012-07-13,93.0,70.0,82.0,9.0,63.0,69.0,0.0,17.0,0428,1927,TS TSRA RA BR,0.0,0.0,0.28,29.31,30.03,3.4,15,6.2,0,23.0,19.0
1988,1,2012-07-14,90.0,70.0,80.0,7.0,65.0,70.0,0.0,15.0,0428,1927, ,0.0,0.0,0.1,29.3,30.02,2.0,25,6.4,1,20.0,15.0
1990,1,2012-07-15,95.0,71.0,83.0,9.0,66.0,71.0,0.0,18.0,0429,1926, ,0.0,0.0,0.0,29.29,30.01,2.2,27,7.4,1,24.0,17.0
1992,1,2012-07-16,97.0,72.0,85.0,11.0,66.0,72.0,0.0,20.0,0430,1925, ,0.0,0.0,0.0,29.19,29.91,7.1,24,7.6,1,25.0,19.0
1994,1,2012-07-17,99.0,79.0,89.0,15.0,67.0,74.0,0.0,24.0,0431,1925, ,0.0,0.0,0.0,29.13,29.83,8.6,26,9.8,1,20.0,22.0
1996,1,2012-07-18,94.0,72.0,83.0,9.0,71.0,74.0,0.0,18.0,0432,1924,TS TSRA RA BR,0.0,0.0,0.85,29.18,29.89,6.0,6,8.3,1,22.0,12.0
1998,1,2012-07-19,83.0,71.0,77.0,3.0,70.0,72.0,0.0,12.0,0433,1923,TSRA RA BR,0.0,0.0,0.8,29.2,29.9,5.2,4,10.9,1,12.0,7.0
2000,1,2012-07-20,81.0,68.0,75.0,1.0,59.0,65.0,0.0,10.0,0433,1923, ,0.0,0.0,0.0,29.34,30.04,9.5,4,10.1,0,13.0,16.0
2002,1,2012-07-21,87.0,65.0,76.0,2.0,63.0,69.0,0.0,11.0,0434,1922, ,0.0,0.0,0.0,29.34,30.05,4.3,24,4.9,0,22.0,13.0
2004,1,2012-07-22,89.0,68.0,79.0,5.0,66.0,70.0,0.0,14.0,0435,1921, ,0.0,0.0,0.1,29.31,30.04,5.9,21,6.4,1,21.0,13.0
2006,1,2012-07-23,97.0,81.0,89.0,15.0,68.0,74.0,0.0,24.0,0436,1920,RA,0.0,0.0,0.1,29.2,29.91,9.8,24,10.5,1,16.0,21.0
2008,1,2012-07-24,84.0,69.0,77.0,3.0,65.0,70.0,0.0,12.0,0437,1919,TSRA RA,0.0,0.0,0.54,29.24,29.94,6.6,5,7.8,1,15.0,12.0
2010,1,2012-07-25,99.0,70.0,85.0,11.0,67.0,73.0,0.0,20.0,0438,1918,RA,0.0,0.0,0.01,28.99,29.73,9.3,20,12.2,1,29.0,18.0
2012,1,2012-07-26,89.0,69.0,79.0,5.0,69.0,72.0,0.0,14.0,0439,1918,TSRA RA,0.0,0.0,0.71,29.0,29.7,6.4,25,9.1,1,20.0,10.0
2014,1,2012-07-27,86.0,66.0,76.0,2.0,64.0,68.0,0.0,11.0,0440,1917, ,0.0,0.0,0.03,29.17,29.84,5.4,34,8.6,0,20.0,12.0
2016,1,2012-07-28,82.0,67.0,75.0,1.0,60.0,66.0,0.0,10.0,0441,1916, ,0.0,0.0,0.0,29.38,30.07,6.2,6,7.9,0,15.0,15.0
2018,1,2012-07-29,85.0,63.0,74.0,0.0,59.0,66.0,0.0,9.0,0442,1915,RA,0.0,0.0,0.1,29.31,30.03,4.4,15,5.5,0,22.0,15.0
2020,1,2012-07-30,92.0,69.0,81.0,7.0,62.0,69.0,0.0,16.0,0443,1914, ,0.0,0.0,0.0,29.19,29.91,5.7,21,7.0,0,23.0,19.0
2022,1,2012-07-31,85.0,68.0,77.0,3.0,65.0,69.0,0.0,12.0,0444,1913, ,0.0,0.0,0.16,29.21,29.91,4.2,6,7.0,1,17.0,12.0
2024,1,2012-08-01,90.0,68.0,79.0,6.0,64.0,69.0,0.0,14.0,0445,1911, ,0.0,0.0,0.0,29.19,29.91,1.7,19,3.6,0,22.0,15.0
2026,1,2012-08-02,93.0,66.0,80.0,7.0,63.0,69.0,0.0,15.0,0446,1910, ,0.0,0.0,0.0,29.13,29.85,1.5,11,6.5,0,27.0,17.0
2028,1,2012-08-03,95.0,71.0,83.0,10.0,67.0,72.0,0.0,18.0,0447,1909,BR,0.0,0.0,0.0,29.16,29.86,4.9,7,6.3,1,24.0,16.0
2030,1,2012-08-04,93.0,71.0,82.0,9.0,69.0,72.0,0.0,17.0,0448,1908,TS TSRA,0.0,0.0,0.37,29.15,29.85,3.8,20,6.0,1,22.0,13.0
2032,1,2012-08-05,84.0,66.0,75.0,2.0,59.0,66.0,0.0,10.0,0449,1907, ,0.0,0.0,0.0,29.35,30.04,7.0,31,9.1,0,18.0,16.0
2034,1,2012-08-06,85.0,62.0,74.0,1.0,56.0,64.0,0.0,9.0,0450,1906, ,0.0,0.0,0.0,29.35,30.07,3.2,24,4.3,0,23.0,18.0
2036,1,2012-08-07,92.0,62.0,77.0,4.0,60.0,68.0,0.0,12.0,0451,1904, ,0.0,0.0,0.0,29.21,29.94,7.0,25,8.3,0,30.0,17.0
2038,1,2012-08-08,84.0,72.0,78.0,5.0,62.0,68.0,0.0,13.0,0452,1903,RA,0.0,0.0,0.1,29.24,29.96,8.3,5,8.6,0,12.0,16.0
2040,1,2012-08-09,75.0,63.0,69.0,-4.0,63.0,65.0,0.0,4.0,0453,1902,RA BR,0.0,0.0,0.05,29.16,29.88,7.3,4,9.6,0,12.0,6.0
2042,1,2012-08-10,76.0,61.0,69.0,-4.0,55.0,60.0,0.0,4.0,0454,1900,TSRA RA BR,0.0,0.0,0.18,29.2,29.91,13.2,36,14.2,0,15.0,14.0
2044,1,2012-08-11,78.0,56.0,67.0,-6.0,53.0,59.0,0.0,2.0,0455,1859, ,0.0,0.0,0.0,29.26,29.97,6.5,35,8.5,0,22.0,14.0
2046,1,2012-08-12,76.0,55.0,66.0,-7.0,54.0,60.0,0.0,1.0,0456,1858, ,0.0,0.0,0.1,29.27,29.99,3.4,22,3.8,0,21.0,12.0
2048,1,2012-08-13,69.0,60.0,65.0,-8.0,61.0,63.0,0.0,0.0,0457,1856,RA BR,0.0,0.0,0.4,29.24,29.96,0.3,2,3.4,0,9.0,4.0
2050,1,2012-08-14,84.0,56.0,70.0,-2.0,60.0,64.0,0.0,5.0,0458,1855,BR,0.0,0.0,0.1,29.2,29.92,0.6,6,4.8,0,28.0,10.0
2052,1,2012-08-15,85.0,65.0,75.0,3.0,60.0,66.0,0.0,10.0,0459,1854, ,0.0,0.0,0.1,29.19,29.91,5.7,23,6.3,0,20.0,15.0
2054,1,2012-08-16,76.0,62.0,69.0,-3.0,61.0,65.0,0.0,4.0,0500,1852,TSRA BR,0.0,0.0,0.39,29.13,29.84,7.0,25,10.7,0,14.0,8.0
2056,1,2012-08-17,76.0,58.0,67.0,-5.0,51.0,58.0,0.0,2.0,0501,1851, ,0.0,0.0,0.0,29.27,29.98,4.9,33,7.4,0,18.0,16.0
2058,1,2012-08-18,77.0,53.0,65.0,-7.0,51.0,58.0,0.0,0.0,0502,1849, ,0.0,0.0,0.0,29.26,29.98,2.6,14,4.5,0,24.0,14.0
2060,1,2012-08-19,79.0,60.0,70.0,-1.0,50.0,58.0,0.0,5.0,0503,1848, ,0.0,0.0,0.0,29.22,29.94,1.5,7,3.6,0,19.0,20.0
2062,1,2012-08-20,74.0,58.0,66.0,-5.0,56.0,60.0,0.0,1.0,0504,1846,TSRA RA,0.0,0.0,0.08,29.25,29.96,3.5,5,6.2,0,16.0,10.0
2064,1,2012-08-21,79.0,53.0,66.0,-5.0,50.0,58.0,0.0,1.0,0505,1845, ,0.0,0.0,0.0,29.35,30.06,2.6,13,4.6,0,26.0,16.0
